"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","dSlJg","Hzvxle","pkWtMe","dSlJg 2","znYl0","znYl0 2"
"https://lh3.googleusercontent.com/a-/ALV-UjXiRufoQGdC6tWWGDOY1LslLykrLA4kXxUGh_-sI5YrgnB1VJLkWQ=w45-h45-p-rp-mo-br100","Natalia Espinel","9 opiniones · 5 fotos","Hace 5 años","En general, es bueno. El agendamiendo de citas sigue siendo un problema","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocLbVTwtshFVI9OHvYQGmgK7L3Sk4xJTvT_OIjyrmrn9wSlkNg=w45-h45-p-rp-mo-ba3-br100","Vicente Loachamin","Local Guide · 62 opiniones","Hace 3 años","Por q la atencion es buena y con todas las medidas de seguridad","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjWNDUH_GrL3-FZWkTl7gXSo38FWQ-5qm2xBag6MTFNidUFoYWZR=w45-h45-p-rp-mo-ba4-br100","Jeanneth Macas","Local Guide · 109 opiniones · 32 fotos","Hace 2 años","Este Centro por lo general está vacío y toman todas las medidas de seguridad","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjU1nUE-e571W7pIKKiSCWWA3_JTjXSG964MBOjZWJBg4bq7l0mAXQ=w45-h45-p-rp-mo-ba3-br100","gonzalo jacome","Local Guide · 30 opiniones · 97 fotos","Hace 2 años","Es un lugar limpio de buenos accesos una atención buena","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjXlvTvhgRng28p0nMJ1riqR89ORHsiSaSIZpjuND6XKZi9qJDZ0lQ=w45-h45-p-rp-mo-ba4-br100","andres ruiz","Local Guide · 32 opiniones · 273 fotos","Hace 7 años","Excelente administración, buena atención de nota el trabajo planificado","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjWSF0xS_wLIFBatO3_PyA6OZzmU5SzqmHYWvm3lIHAyCqyAdWWqDw=w45-h45-p-rp-mo-ba2-br100","Enrique Rodríguez","Local Guide · 5 opiniones · 35 fotos","Hace 6 años","De Tumbaco al centro de especialidades fácil de llegar y hay parqueadero","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjWe6mk6FsNsa2dJuYyIZPRpMiMsBCzgCScwAclseHjHc3FIwmvd=w45-h45-p-rp-mo-ba4-br100","Gabriel Vela (Gabu)","Local Guide · 102 opiniones · 458 fotos","Hace 4 años","Gran cantidad de especialidades y muy buenas instalaciones","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjWd5wkLYXZYDB47A4TGQQbAzllu3zuIFqRrsRQhkS1913PE3EpE=w45-h45-p-rp-mo-ba3-br100","Beto M","Local Guide · 66 opiniones · 29 fotos","Hace 5 años","Excelente
atención del personal de la farmacia..","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUenfl0XKtiOaKJE4rUmt-scBYhCYzlhh73EKHM60BTHmbxRL-dWQ=w45-h45-p-rp-mo-ba4-br100","Pablo Fernando","Local Guide · 65 opiniones · 59 fotos","Hace 2 años","un lugar muy difícil para parquear","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9xDsMOw06hVhogWkVNhwkSLff1vhfom_EVdN2su28u0eTqgCc=w45-h45-p-rp-mo-ba4-br100","Seohyeon Ren","Local Guide · 102 opiniones · 12 fotos","Hace 5 años","Bien servicio no espere mucho por la atención","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjWJMqljtMb6hmENHiCYVaji62KfSHg7_QT9TvAjJORM2wSj5ZSu=w45-h45-p-rp-mo-ba5-br100","Raúl Triviño P.","Local Guide · 323 opiniones · 233 fotos","Hace 5 años","Me esforzaré por justificar este cinco estrellas por mi trabajo.","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjX5MCcRl2x6aMD0UxEAM-n5wrC6PXYfsUlcjMH8oQyGvPqG9r7h2Q=w45-h45-p-rp-mo-br100","Johanita Solano","1 opinión","Hace 3 años","Direccion exacta y alguna referencia por favor","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocI2oha5jw5Yrk0gUKgsuHws3DS1H34ETyBl-nX5USG7WrIL7g=w45-h45-p-rp-mo-br100","William Eduardo Oña Lincango","1 opinión","Hace 7 años","NADIE CONTESTA A ESE NUMERO POR FAVOR CAMBIEN EL NUMERO O CONTRATEN A ALGUIEN........","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUVgfV3eV4AFEKY39-s6XSVtGX0IAucp33JZ9C-frFfrGcY3XWV=w45-h45-p-rp-mo-br100","caro vivero","2 opiniones","Hace un año","buenas noches una cionsulta por favor","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocIORSXRl64dZtyD6NGJUolsTY_TBUKuhgpMPjlCHf9EGd202A=w45-h45-p-rp-mo-ba6-br100","Juan Martin Barba Rivadeneira","Local Guide · 298 opiniones · 15 fotos","Hace un año","Excelente servicio y atención","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjXKXPOib0RnEtLUS0EshvhN9Uw8-5EMUwRd9BOKFubb8iJ3NdohKA=w45-h45-p-rp-mo-ba3-br100","Jhonni Gallegos","Local Guide · 25 opiniones · 107 fotos","Hace 2 años","Cumple con todas las normas de bioseguridad","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUh1qTx-A0mISHmpHwA-KCJnPxqCnG6AiGUQw6YRHTBY8c1rjUeOQ=w45-h45-p-rp-mo-ba4-br100","Marlene Palacio","Local Guide · 144 opiniones · 436 fotos","Hace 3 años","Es u  centro de especialidades médicas completo","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjW2_R_F2SOui5WDEWmLx0halVBk2c5q-K0vBXgWeJ7alw_cMGi3LA=w45-h45-p-rp-mo-ba4-br100","Adrian Dugarte","Local Guide · 85 opiniones · 125 fotos","Hace 6 años","Excelente atención y las instalaciones de primera","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjV77Wwzk9wc-udnB4f2AY1wzCJGColTVn7cCC5j46-aRP5TvhI0=w45-h45-p-rp-mo-br100","Daniel Altamirano Borja","1 opinión","Hace 7 años","Consta con todo y recorrido visual mediante google maps","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUB4Vw58ItPIHlVMQ45nVUGHNgbekLBuvw5kldEameODCIdIfR8Dw=w45-h45-p-rp-mo-ba4-br100","Fabricio L","Local Guide · 48 opiniones · 118 fotos","Hace 5 años","Excelente Lugar, Norte de Quito.","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjX-IJZGpSe7m_tkyLQOtfSSaGMFSswvL3u3MobeSmj7Fh3Ecawe=w45-h45-p-rp-mo-ba4-br100","Mauro Ludeña","Local Guide · 114 opiniones · 5 fotos","Hace 5 años","Bien distribuido y ordenado.","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocLriACPsWGrtlaPmeF8Dmd48_1m25L6wbZ93mqNA0GZFRyL=w45-h45-p-rp-mo-ba4-br100","Alejandra Andrade","Local Guide · 119 opiniones · 11 fotos","Hace 4 años","Es cerca de mi vivuenda😁…","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUO_qI8NPdF5NHy_GZSV7uOahSsL5mY8UhUcHs31GxaUQ4ckq1P=w45-h45-p-rp-mo-ba2-br100","Santiago Cartagena","Local Guide · 20 opiniones · 14 fotos","Hace 3 años","Buena atención y personal calificado","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocI6QTSW1rtRc6L2MJeLov7unzvsJI0AYeriRE6dBepkr32FvCs=w45-h45-p-rp-mo-ba4-br100","SYLVIA CASTILLO","Local Guide · 81 opiniones · 74 fotos","Hace 2 años","Excelente servicio","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjXuxfxDi8URT2uppN1cKvIgpMcNG3AYkbZmofn9ejqaDg1yP1o=w45-h45-p-rp-mo-ba4-br100","CNT-Ma. Eugenia Pacheco","Local Guide · 109 opiniones · 70 fotos","Hace 2 años","Normal atención con es en el Iess","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjWOeovBuK2SnsdAdvj-YH5VzRxzVMEYu21ufT5kCnUcGyZ_9mNauw=w45-h45-p-rp-mo-ba2-br100","Edison Zambrano","Local Guide · 19 opiniones · 4 fotos","Hace 2 años","Buena atención","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocKw4jlppMwYPsc8pops0xbzpxzk0Q9gn1vyoA7efrpiulqtrw=w45-h45-p-rp-mo-br100","Nathaly Loja","1 opinión","Hace 5 años","Más. O menos la atención","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocKJFDYwXyq1FYrXWoxF62HDuQxyc9RW41zOuLubSxKzQcwjuA=w45-h45-p-rp-mo-br100","Edwin Piarpuezan","1 opinión","Hace 8 años","Es muy bueno","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUouFgu-BGgLjpoPa6_-ZAxl-ocUSsR97liJtm4yvFxaOs1_iQeVA=w45-h45-p-rp-mo-br100","Washington David Mendez Mendez","216 opiniones","Hace 6 años","divino","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjW6A635vQYji4m1cSJ3ETmh426JpgZt6_E9sCtgFv06eil6Hk_b=w45-h45-p-rp-mo-ba3-br100","Carlos Tubay","Local Guide · 43 opiniones · 138 fotos","Hace 4 años","Excelente","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjXN2M2NVse9N1WWoEEBau9RrBSsl6UfMPlutcrfqFCEUSEdFdz_=w45-h45-p-rp-mo-ba5-br100","Eduardo Naranjo Paredes","Local Guide · 68 opiniones · 1,547 fotos","Hace 6 años","Llega a tiempo.","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjU3y6vYeZGueZ9EbDKgyfxioKCiVFIrNIjFKTldCNscBnTjAlNspw=w45-h45-p-rp-mo-ba4-br100","Oswaldo Endara","Local Guide · 18 opiniones · 358 fotos","Hace 6 años","Como llego","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocIL0ASpsAUWtlmWF0ObXkyNFG8Yz2ld4Roq6UKl6SmZVJ0nPQ=w45-h45-p-rp-mo-ba2-br100","Ana Garnica","Local Guide · 15 opiniones","Hace 4 años","Atención de primera","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUy4DuD1GclES8jmf5kY2ZwGftWpAP9acLUWxGlocZ5HC_TD9SbIw=w45-h45-p-rp-mo-ba3-br100","Pablo Paredes","Local Guide · 40 opiniones · 14 fotos","Hace 6 años","Estuve ahí con mi hija de 2 años, la niña tenía una infección urinaria, expulsaba coágulos de sangre de sus genitales. Estuvimos allí dos veces, el sábado y el domingo por la mañana siguiente. El hombre de recepción ni siquiera miró, tenía…","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocKvl0XMRxVfYu6cvb56LucMxdANuAJIy-pgG-TqJz5x0KItZQ=w45-h45-p-rp-mo-br100","Fredy Yasacama","1 opinión","Hace 6 años","Ponga","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocKdBw14Tuq5Huh-4UTjQBRytbdzqW31jJWD4gaoVosZMjq-tA=w45-h45-p-rp-mo-ba3-br100","Fernando Cardenas","Local Guide · 48 opiniones · 15 fotos","Hace un mes","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ5ZlSqM3v2qade1MFERsHsZwy1fTlYWaf0b8pjHUxCksq57g=w45-h45-p-rp-mo-br100","luis espinoza","","Hace un mes","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWERQpGwJn27NsWhMbz-g3LfPoULIDP93BMAwThYX9Uy-520EUX=w45-h45-p-rp-mo-ba3-br100","Marielis Ullauri","Local Guide","Hace 3 meses","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX5mfCkJViwiOwKoq6cTze0jN74zi3UDRq6hs3oCv3PgL3gjQfT-w=w45-h45-p-rp-mo-ba3-br100","Johanna San Martín","Local Guide · 28 opiniones · 3 fotos","Hace 4 meses","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW77Wa5NRtzoeriDrLBUZS7zZnggFLjFvOuKsb0hNLBlqUgOeFn=w45-h45-p-rp-mo-ba3-br100","carmen molina","Local Guide · 36 opiniones","Hace 9 meses","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWCnYm9-XeJtzGVTq_CVen7v77fSSgy_Z8vmX_jgKnyuHDi6Xf4=w45-h45-p-rp-mo-ba5-br100","May Iza","Local Guide · 46 opiniones · 845 fotos","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXPwY6ihLjXNQYBeTOGXriO_-5pDsFo9CYIq34tfYIYgaNvB6VA3A=w45-h45-p-rp-mo-br100","Sharon Espin","3 opiniones · 1 foto","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUfJRrN_KyY0QKMrMbT7X1Y7H9EGd6SbDtwryp4F3VBNcp3OEf_=w45-h45-p-rp-mo-ba2-br100","Fabo Stf","Local Guide · 5 opiniones · 5 fotos","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWYJkq0qVe1fac3Z6dpIeQjvwZ55QYkGuiZ3llXc0_ZKJ6Gwn-LUw=w45-h45-p-rp-mo-ba4-br100","Javier Villacorte","Local Guide · 30 opiniones · 173 fotos","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUv7IuMh4FJ2_DiCZwIFMO8fiGNKnOeXqoEEL05D0_EAn0a2oHI3A=w45-h45-p-rp-mo-ba3-br100","Antonio Pilicita","Local Guide · 8 opiniones · 16 fotos","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWWiVh6INyHNjoPstkx-z10eY6WIuxIqAbgFiFllpY-7aoAEqsPZQ=w45-h45-p-rp-mo-ba4-br100","Cristy Martínez","Local Guide · 64 opiniones · 77 fotos","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW3qyfA631iXuea5HUnvXaZnrznQTvkJnTvAr0cO_SPnzijAFk=w45-h45-p-rp-mo-ba5-br100","MARLE HINOJOSA","Local Guide · 37 opiniones · 358 fotos","Hace un año","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXLwsmJWrWNaY0mLdysP8U_5uo687Fgp8XRiVLGKOnHCSVahMlqOQ=w45-h45-p-rp-mo-ba3-br100","María Isabel Totus Tuus","Local Guide · 5 opiniones · 7 fotos","Hace 2 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVQCqO0vBrDiUYX9O4tkNw4C00_XneHySzVvntUlMdSVpHvpV5i=w45-h45-p-rp-mo-br100","Samy Galvis","16 opiniones · 6 fotos","Hace 2 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ9XJi4-qNH9IIz0qsrJbP24ssfTi6JF-fGT8cs6EqpBKY3vQ=w45-h45-p-rp-mo-ba4-br100","bahram jafarzadeh","Local Guide · 70 opiniones · 58 fotos","Hace 2 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVZ2vr5LS2ybM5OWcckHID0eP-NIshGL02-GB8Ylc5AMwtREcQO=w45-h45-p-rp-mo-ba3-br100","Carlos Aconda","Local Guide · 22 opiniones","Hace 2 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUm_T442xldAqAZFuY9psEn6vrCjX-y9kPpVM3kLGtVNYVrW6Il=w45-h45-p-rp-mo-br100","Mabel Guanoluisa","11 opiniones","Hace 2 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU0EIa2c8P_tkiGQLGw0yLpvftRVu7XNDDPZQ4Np6vpNjLK_rSFOA=w45-h45-p-rp-mo-br100","Nicole Olmedo","","Hace 2 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVv3GwPjO5ipar0q6_e-U2xC8MOzaYpHGN1szWqE2zbt9ZU_kvLbQ=w45-h45-p-rp-mo-ba4-br100","Bryan Uquillas Santacruz","Local Guide · 49 opiniones · 54 fotos","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX5u617Bt7i25giegnbLmpi8HodEm92hrrizxhQHPUb23eZLSvhsw=w45-h45-p-rp-mo-br100","RC El Cientifico","1 opinión","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU9fNWhfH-0iJMPJrd_MTjYmiuve7Lb1mCHXrmh_cTuWXe59Euj2g=w45-h45-p-rp-mo-ba2-br100","Esteban Carvajal","Local Guide · 15 opiniones · 5 fotos","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXRxlqLqXzyAC1ybPvNhdLThgvdDhJiLTGb_RoC6TdbNgAgcBwHWg=w45-h45-p-rp-mo-ba3-br100","Mafe Mercado","Local Guide · 35 opiniones · 139 fotos","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKBrQmCQQ6bqNPzXmgLtBJKibyWgyOQxsqQX6cocmaUmrj0UA=w45-h45-p-rp-mo-br100","Héctor Cepeda","","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocISVkXMSFHmaQNtpfpIqzKH-MWF11n-ILLCjg7kBHgajFImiA=w45-h45-p-rp-mo-br100","ARCA","1 opinión · 16 fotos","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU4vwSkYwkkJuGdtuLglhXfICHnGm7f6GXmiBN4a8HW65jOilkqrw=w45-h45-p-rp-mo-br100","Israel Romo","3 opiniones","Hace 3 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLOQXaI0xfcVhv5jNwnUYugCr7aJZ9XU7Yi9G0G6YPwRucIqg=w45-h45-p-rp-mo-ba4-br100","luz galarza","Local Guide · 89 opiniones · 132 fotos","Hace 4 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIyjngBnWWclvn8-BOWrWkROU7SVZAooaC-LG2tRwocOHrrNg=w45-h45-p-rp-mo-br100","MAGA SEVILLA","","Hace 4 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXFwtG7BefWUN_bJt9-6GUjLZAjxrvhq-t_fFlU49-jhZDRG4Q=w45-h45-p-rp-mo-ba3-br100","Marcelo Salazar","Local Guide · 43 opiniones · 26 fotos","Hace 4 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUtC46VloYEpuVd2Qu8468ka1JFYZ0DyMJ83c_vFWeiaSsTMhxg=w45-h45-p-rp-mo-ba3-br100","Andres Achig","Local Guide · 43 opiniones · 31 fotos","Hace 4 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVeC5tdeJNQBLtnB1ZrqzXqzjRw88RutrXHcPuWDn6sv82HRKCR=w45-h45-p-rp-mo-ba5-br100","paul","Local Guide · 151 opiniones · 465 fotos","Hace 4 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKMldbmmD9ntzAbhNh6JgIXyBGHbfPyCXPOEToof-c2ojhqBg=w45-h45-p-rp-mo-br100","Roberto Valverde","","Hace 4 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIaN1oB6NbrB6c6cq3YNfLisWBesLoBHvrR3Sc9oErY3c1Vkg=w45-h45-p-rp-mo-ba5-br100","Paúl CM","Local Guide · 109 opiniones · 551 fotos","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLcwNvhf4XCLSFTALCHxZMamFuDhEUdh6OjpEyF-8Tl7fjD4Q=w45-h45-p-rp-mo-br100","Javier Samuisa","1 opinión","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVHELi2HEOTH-seWy7evXgXdhqSEN54fwMIqx1gHEmX4zsVqlU=w45-h45-p-rp-mo-ba4-br100","Talia Acosta","Local Guide · 50 opiniones · 19 fotos","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUxvB07PubQiuIpqziRFtL5i8VSsW9bANyNoV4gTIpMwPmCzLL5Zw=w45-h45-p-rp-mo-br100","Andréa Muñoz","","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUaTHCC75OmfvVoRuXkNVLY0icx4dHBS8lMeU8YDJhRuYGNwZv6JQ=w45-h45-p-rp-mo-ba4-br100","CARLOS EDUARDO VELASCO REYES","Local Guide · 71 opiniones · 69 fotos","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLQwzLDmMunwTOL6YkV-difNQMCUiXwqkbK79Yk63LlQYpSFA=w45-h45-p-rp-mo-br100","Wilmer Maza","","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJFkXcoZ5q8exe_6XwZ61OqRDIU3dss0nc8odeTw-Uk_hQXog=w45-h45-p-rp-mo-br100","Mateo Sancez","","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKHzZBusbU8jVQcVwjzxRbmrcZEJtM0P7IoDH-d6ZeEHWNzcQ=w45-h45-p-rp-mo-ba3-br100","Gaby Hernández","Local Guide · 37 opiniones · 26 fotos","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLjqX9cVRryJb4LXHiaxNJhxAsltWGL95qAHc737zGMffk8=w45-h45-p-rp-mo-br100","Adrian Peñafiel","3 opiniones","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLOeii9wiANHMpPmApRcgYW3uoZDJUqJJ7O0sl4CMLXvQeQPA=w45-h45-p-rp-mo-br100","Jorge Yépez","3 opiniones · 3 fotos","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV5q7cfTQApLnq1oY-iaPhKxOBILwl05EnavVFeQpAv34YcpL42=w45-h45-p-rp-mo-br100","Johanna Yanza","","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUiHyL5-ZwvqxNo1CysMNRWDg0dWuHlqCdXUq-sbk2evsD9zPc=w45-h45-p-rp-mo-ba3-br100","Ki-ke Veliz","Local Guide · 17 opiniones · 14 fotos","Hace 5 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV-WDKRBrUmSgymjRWyrnRRAUmziK7yWFojbWlDuBfPXcVCjz85=w45-h45-p-rp-mo-br100","Inés ICaiza","8 opiniones","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIK2Vj9NQ4IrjXQNt8kegjvRSclnM7zbAG0wMFVFDQv5cLNkw=w45-h45-p-rp-mo-br100","Omar Villafuerte","","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVOwnLpq8orFptiwBxPpfhKB8osbeA3aMp1Zab6isjBX0MbAu2e=w45-h45-p-rp-mo-ba4-br100","Fernando Minda","Local Guide · 11 opiniones · 179 fotos","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV-mtkI41_I6r1P_tPTnaaJBnMqowKIvBuFcl0zcuZvQQeE2Vmf=w45-h45-p-rp-mo-br100","Amanda Tene","5 opiniones","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIPuxthDyvwkXc5EUzEE5z_2xT0P2saHCP0ebGU4M-gU98HVw=w45-h45-p-rp-mo-br100","Mary Mora","","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIom6KBU24jbKvOg547laRJ4t5AcRjGLgomkMVWJpMDrNJqHg=w45-h45-p-rp-mo-br100","Jesus Galeno","","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWSMTbf4o_h_B2riTB1ocMjxEAuwaQN7YjzrtnZKtVcwm3NSfb0wg=w45-h45-p-rp-mo-br100","Ricardo Martinez Jurado","3 opiniones · 3 fotos","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXddiqLKakjV6AIAtSgVn4gkzkwPv0bK9atmnjS8ZkJCWV3JRNF0A=w45-h45-p-rp-mo-ba5-br100","Karin Puente","Local Guide · 356 opiniones · 1,356 fotos","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocISRoI_L6l62yFy2WnVe-EKrAOn8F60Rfsmt56H232QpO0HNA=w45-h45-p-rp-mo-br100","Segundo Tomas Sangoquiza Tomalo","","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKpY7mwdQV3z8SC1DbTdd-c0TC43E824cErsy5QRJgWuP9ebw=w45-h45-p-rp-mo-br100","José Alejandro Yagual","1 opinión","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLGgnaMUdL93qEiKXjDhqC7CKnIRmAXeItFJToae8FJTAKEWw=w45-h45-p-rp-mo-br100","Christian Gómez","","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVycdyoO42ZEXyGkv_ZevWeQI6bjJRsv8t09XXD2N3ZA1_pQQRQ=w45-h45-p-rp-mo-br100","Maria Asmaza","","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXOiBdyDJKMsa-zqiFF-tNEkhaUgmUv5Ba0WenCvLccOraMvuI_pw=w45-h45-p-rp-mo-ba4-br100","Fernando Patricio Ponce Chacon","Local Guide · 11 opiniones · 475 fotos","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI9MU1eqo7XWYPUOxi8IJJOMRbU9ade-9YT3-cbhOd1lZ6B2g=w45-h45-p-rp-mo-ba5-br100","Jenny Pazmino","Local Guide · 91 opiniones · 207 fotos","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ0xp8QqprtqjoPiycVu3EA3xp0E6Y__06JvUxnfuvWITZD=w45-h45-p-rp-mo-ba2-br100","danilo miranda","Local Guide · 4 opiniones · 1 foto","Hace 6 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIG4D4uEDqic1kufuHVdMSFmupU0bLUfFy5kHeJvXQ37RXCEQ=w45-h45-p-rp-mo-br100","Eder Gamarra","","Hace 7 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU6j1b5sd3m3n3umzSGdhsScanyyQ8m_uaPLa83sGQZBu779-ae=w45-h45-p-rp-mo-br100","Cesy Albuja","6 opiniones · 1 foto","Hace 7 años","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL1nYeNuKe32GgwsOvZ0WstX9DNqVIpfp_iawmtlSBB6Iourg=w45-h45-p-rp-mo-br100","Albertini aguirre","","Hace 7 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUkrC-LEwcjyd2tdXG-in7lwVxb6-BTc4ZI2SFojrk5Lra1COWRtg=w45-h45-p-rp-mo-ba2-br100","Od. Pediatra Prycyla V.","Local Guide · 2 opiniones · 5 fotos","Hace 7 años","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXoYeTwpToZZ0y5uc_gPJb-AQ-pStPCP7p5kXXOQZR2TSt-Rdw=w45-h45-p-rp-mo-br100","josh luks","6 fotos","Hace 7 años","","","","","","",""
